CountryorArea,Element,Year,Unit,Value,ValueFootnotes
Cyprus,Processing,2018.0,1000 tonnes,0.0,Im
Denmark,Processing,2018.0,1000 tonnes,0.0,Im
Ghana,Processing,2018.0,1000 tonnes,0.0,Im
Hungary,Processing,2018.0,1000 tonnes,0.0,Im
Israel,Processing,2018.0,1000 tonnes,0.0,Im
Japan,Processing,2018.0,1000 tonnes,0.0,Im
Mexico,Processing,2018.0,1000 tonnes,0.0,Im
Sri Lanka,Processing,2018.0,1000 tonnes,0.0,Im
Zimbabwe,Processing,2018.0,1000 tonnes,0.0,Im
Indonesia,Processing,2017.0,1000 tonnes,18.0,Im
Netherlands,Processing,2017.0,1000 tonnes,13.0,Im
Côte d'Ivoire,Processing,2017.0,1000 tonnes,10.0,Im
Ireland,Processing,2017.0,1000 tonnes,6.0,Im
China,Processing,2017.0,1000 tonnes,5.0,A
Other non-specified areas,Processing,2017.0,1000 tonnes,5.0,Im
Lebanon,Processing,2017.0,1000 tonnes,5.0,Im
Republic of Korea,Processing,2017.0,1000 tonnes,5.0,Im
Rwanda,Processing,2017.0,1000 tonnes,4.0,Im
South Africa,Processing,2017.0,1000 tonnes,3.0,Im
Australia,Processing,2017.0,1000 tonnes,2.0,Im
Australia and New Zealand,Processing,2017.0,1000 tonnes,2.0,A
India,Processing,2017.0,1000 tonnes,2.0,Im
Italy,Processing,2017.0,1000 tonnes,2.0,Im
Slovenia,Processing,2017.0,1000 tonnes,2.0,Im
United Kingdom of Great Britain and Northern Ireland,Processing,2017.0,1000 tonnes,2.0,Im
Belgium,Processing,2017.0,1000 tonnes,1.0,Im
Bulgaria,Processing,2017.0,1000 tonnes,1.0,Im
Czechia,Processing,2017.0,1000 tonnes,1.0,Im
Iran (Islamic Republic of),Processing,2017.0,1000 tonnes,1.0,Im
Israel,Processing,2017.0,1000 tonnes,1.0,Im
Nigeria,Processing,2017.0,1000 tonnes,1.0,Im
Slovakia,Processing,2017.0,1000 tonnes,1.0,Im
Spain,Processing,2017.0,1000 tonnes,1.0,Im
Thailand,Processing,2017.0,1000 tonnes,1.0,Im
Togo,Processing,2017.0,1000 tonnes,1.0,Im
Austria,Processing,2017.0,1000 tonnes,0.0,Im
Burundi,Processing,2017.0,1000 tonnes,0.0,Im
Cameroon,Processing,2017.0,1000 tonnes,0.0,Im
Cyprus,Processing,2017.0,1000 tonnes,0.0,Im
Denmark,Processing,2017.0,1000 tonnes,0.0,Im
Ghana,Processing,2017.0,1000 tonnes,0.0,Im
Hungary,Processing,2017.0,1000 tonnes,0.0,Im
Japan,Processing,2017.0,1000 tonnes,0.0,Im
Mexico,Processing,2017.0,1000 tonnes,0.0,Im
Sri Lanka,Processing,2017.0,1000 tonnes,0.0,Im
Zimbabwe,Processing,2017.0,1000 tonnes,0.0,Im
Indonesia,Processing,2016.0,1000 tonnes,18.0,Im
Côte d'Ivoire,Processing,2016.0,1000 tonnes,11.0,Im
Netherlands,Processing,2016.0,1000 tonnes,11.0,Im
Ireland,Processing,2016.0,1000 tonnes,5.0,Im
Lebanon,Processing,2016.0,1000 tonnes,5.0,Im
Republic of Korea,Processing,2016.0,1000 tonnes,5.0,Im
China,Processing,2016.0,1000 tonnes,3.0,A
Other non-specified areas,Processing,2016.0,1000 tonnes,3.0,Im
South Africa,Processing,2016.0,1000 tonnes,3.0,Im
Australia,Processing,2016.0,1000 tonnes,2.0,Im
Australia and New Zealand,Processing,2016.0,1000 tonnes,2.0,A
Czechia,Processing,2016.0,1000 tonnes,2.0,Im
India,Processing,2016.0,1000 tonnes,2.0,Im
Italy,Processing,2016.0,1000 tonnes,2.0,Im
Rwanda,Processing,2016.0,1000 tonnes,2.0,Im
Slovenia,Processing,2016.0,1000 tonnes,2.0,Im
United Kingdom of Great Britain and Northern Ireland,Processing,2016.0,1000 tonnes,2.0,Im
Belgium,Processing,2016.0,1000 tonnes,1.0,Im
Bulgaria,Processing,2016.0,1000 tonnes,1.0,Im
Iran (Islamic Republic of),Processing,2016.0,1000 tonnes,1.0,Im
Nigeria,Processing,2016.0,1000 tonnes,1.0,Im
Slovakia,Processing,2016.0,1000 tonnes,1.0,Im
Spain,Processing,2016.0,1000 tonnes,1.0,Im
Thailand,Processing,2016.0,1000 tonnes,1.0,Im
Togo,Processing,2016.0,1000 tonnes,1.0,Im
Austria,Processing,2016.0,1000 tonnes,0.0,Im
Burundi,Processing,2016.0,1000 tonnes,0.0,Im
Cameroon,Processing,2016.0,1000 tonnes,0.0,Im
Cyprus,Processing,2016.0,1000 tonnes,0.0,Im
Denmark,Processing,2016.0,1000 tonnes,0.0,Im
Ghana,Processing,2016.0,1000 tonnes,0.0,Im
Hungary,Processing,2016.0,1000 tonnes,0.0,Im
Israel,Processing,2016.0,1000 tonnes,0.0,Im
Japan,Processing,2016.0,1000 tonnes,0.0,Im
Mexico,Processing,2016.0,1000 tonnes,0.0,Im
Sri Lanka,Processing,2016.0,1000 tonnes,0.0,Im
Zimbabwe,Processing,2016.0,1000 tonnes,0.0,Im
Côte d'Ivoire,Processing,2015.0,1000 tonnes,22.0,Im
Indonesia,Processing,2015.0,1000 tonnes,11.0,Im
Netherlands,Processing,2015.0,1000 tonnes,11.0,Im
Lebanon,Processing,2015.0,1000 tonnes,5.0,Im
Ireland,Processing,2015.0,1000 tonnes,4.0,Im
Republic of Korea,Processing,2015.0,1000 tonnes,4.0,Im
China,Processing,2015.0,1000 tonnes,3.0,A
Other non-specified areas,Processing,2015.0,1000 tonnes,3.0,Im
South Africa,Processing,2015.0,1000 tonnes,3.0,Im
Australia,Processing,2015.0,1000 tonnes,2.0,Im
Australia and New Zealand,Processing,2015.0,1000 tonnes,2.0,A
Czechia,Processing,2015.0,1000 tonnes,2.0,Im
Italy,Processing,2015.0,1000 tonnes,2.0,Im
Slovenia,Processing,2015.0,1000 tonnes,2.0,Im
United Kingdom of Great Britain and Northern Ireland,Processing,2015.0,1000 tonnes,2.0,Im
Belgium,Processing,2015.0,1000 tonnes,1.0,Im
Bulgaria,Processing,2015.0,1000 tonnes,1.0,Im
India,Processing,2015.0,1000 tonnes,1.0,Im
Israel,Processing,2015.0,1000 tonnes,1.0,Im
Nigeria,Processing,2015.0,1000 tonnes,1.0,Im
Rwanda,Processing,2015.0,1000 tonnes,1.0,Im
Slovakia,Processing,2015.0,1000 tonnes,1.0,Im
Spain,Processing,2015.0,1000 tonnes,1.0,Im
Thailand,Processing,2015.0,1000 tonnes,1.0,Im
Austria,Processing,2015.0,1000 tonnes,0.0,Im
Burundi,Processing,2015.0,1000 tonnes,0.0,Im
Cameroon,Processing,2015.0,1000 tonnes,0.0,Im
Cyprus,Processing,2015.0,1000 tonnes,0.0,Im
Denmark,Processing,2015.0,1000 tonnes,0.0,Im
Ghana,Processing,2015.0,1000 tonnes,0.0,Im
Hungary,Processing,2015.0,1000 tonnes,0.0,Im
Iran (Islamic Republic of),Processing,2015.0,1000 tonnes,0.0,Im
Japan,Processing,2015.0,1000 tonnes,0.0,Im
Mexico,Processing,2015.0,1000 tonnes,0.0,Im
Sri Lanka,Processing,2015.0,1000 tonnes,0.0,Im
Togo,Processing,2015.0,1000 tonnes,0.0,Im
Zimbabwe,Processing,2015.0,1000 tonnes,0.0,Im
Indonesia,Processing,2014.0,1000 tonnes,20.0,Im
Côte d'Ivoire,Processing,2014.0,1000 tonnes,14.0,Im
Netherlands,Processing,2014.0,1000 tonnes,9.0,Im
China,Processing,2014.0,1000 tonnes,6.0,A
Other non-specified areas,Processing,2014.0,1000 tonnes,6.0,Im
Lebanon,Processing,2014.0,1000 tonnes,5.0,Im
Republic of Korea,Processing,2014.0,1000 tonnes,5.0,Im
Ireland,Processing,2014.0,1000 tonnes,3.0,Im
South Africa,Processing,2014.0,1000 tonnes,3.0,Im
Australia,Processing,2014.0,1000 tonnes,2.0,Im
Australia and New Zealand,Processing,2014.0,1000 tonnes,2.0,A
India,Processing,2014.0,1000 tonnes,2.0,Im
Italy,Processing,2014.0,1000 tonnes,2.0,Im
Slovenia,Processing,2014.0,1000 tonnes,2.0,Im
Belgium,Processing,2014.0,1000 tonnes,1.0,Im
Bulgaria,Processing,2014.0,1000 tonnes,1.0,Im
Czechia,Processing,2014.0,1000 tonnes,1.0,Im
Nigeria,Processing,2014.0,1000 tonnes,1.0,Im
Rwanda,Processing,2014.0,1000 tonnes,1.0,Im
Spain,Processing,2014.0,1000 tonnes,1.0,Im
Thailand,Processing,2014.0,1000 tonnes,1.0,Im
Togo,Processing,2014.0,1000 tonnes,1.0,Im
United Kingdom of Great Britain and Northern Ireland,Processing,2014.0,1000 tonnes,1.0,Im
Austria,Processing,2014.0,1000 tonnes,0.0,Im
Burundi,Processing,2014.0,1000 tonnes,0.0,Im
Cameroon,Processing,2014.0,1000 tonnes,0.0,Im
Cyprus,Processing,2014.0,1000 tonnes,0.0,Im
Denmark,Processing,2014.0,1000 tonnes,0.0,Im
Ghana,Processing,2014.0,1000 tonnes,0.0,Im
Hungary,Processing,2014.0,1000 tonnes,0.0,Im
Iran (Islamic Republic of),Processing,2014.0,1000 tonnes,0.0,Im
Israel,Processing,2014.0,1000 tonnes,0.0,Im
Japan,Processing,2014.0,1000 tonnes,0.0,Im
Mexico,Processing,2014.0,1000 tonnes,0.0,Im
Slovakia,Processing,2014.0,1000 tonnes,0.0,Im
Sri Lanka,Processing,2014.0,1000 tonnes,0.0,Im
Zimbabwe,Processing,2014.0,1000 tonnes,0.0,Im
China,Processing,2013.0,1000 tonnes,18.0,A
Other non-specified areas,Processing,2013.0,1000 tonnes,18.0,Im
Indonesia,Processing,2013.0,1000 tonnes,6.0,Im
Lebanon,Processing,2013.0,1000 tonnes,5.0,Im
Netherlands,Processing,2013.0,1000 tonnes,4.0,Im
Republic of Korea,Processing,2013.0,1000 tonnes,4.0,Im
Côte d'Ivoire,Processing,2013.0,1000 tonnes,3.0,Im
South Africa,Processing,2013.0,1000 tonnes,3.0,Im
Australia,Processing,2013.0,1000 tonnes,2.0,Im
Australia and New Zealand,Processing,2013.0,1000 tonnes,2.0,A
Czechia,Processing,2013.0,1000 tonnes,2.0,Im
Ireland,Processing,2013.0,1000 tonnes,2.0,Im
Slovenia,Processing,2013.0,1000 tonnes,2.0,Im
Belgium,Processing,2013.0,1000 tonnes,1.0,Im
India,Processing,2013.0,1000 tonnes,1.0,Im
Israel,Processing,2013.0,1000 tonnes,1.0,Im
Italy,Processing,2013.0,1000 tonnes,1.0,Im
Nigeria,Processing,2013.0,1000 tonnes,1.0,Im
Slovakia,Processing,2013.0,1000 tonnes,1.0,Im
Spain,Processing,2013.0,1000 tonnes,1.0,Im
Thailand,Processing,2013.0,1000 tonnes,1.0,Im
United Kingdom of Great Britain and Northern Ireland,Processing,2013.0,1000 tonnes,1.0,Im
Afghanistan,Processing,2013.0,1000 tonnes,0.0,Im
Angola,Processing,2013.0,1000 tonnes,0.0,Im
Austria,Processing,2013.0,1000 tonnes,0.0,Im
Bangladesh,Processing,2013.0,1000 tonnes,0.0,Im
Bolivia (Plurinational State of),Processing,2013.0,1000 tonnes,0.0,Im
Bulgaria,Processing,2013.0,1000 tonnes,0.0,Im
Burkina Faso,Processing,2013.0,1000 tonnes,0.0,Im
Cambodia,Processing,2013.0,1000 tonnes,0.0,Im
Cameroon,Processing,2013.0,1000 tonnes,0.0,Im
Central African Republic,Processing,2013.0,1000 tonnes,0.0,Im
Chad,Processing,2013.0,1000 tonnes,0.0,Im
Colombia,Processing,2013.0,1000 tonnes,0.0,Im
Congo,Processing,2013.0,1000 tonnes,0.0,Im
Cyprus,Processing,2013.0,1000 tonnes,0.0,Im
Democratic People's Republic of Korea,Processing,2013.0,1000 tonnes,0.0,Im
Denmark,Processing,2013.0,1000 tonnes,0.0,Im
Ecuador,Processing,2013.0,1000 tonnes,0.0,Im
Ethiopia,Processing,2013.0,1000 tonnes,0.0,Im
Ghana,Processing,2013.0,1000 tonnes,0.0,Im
Guatemala,Processing,2013.0,1000 tonnes,0.0,Im
Guinea,Processing,2013.0,1000 tonnes,0.0,Im
Haiti,Processing,2013.0,1000 tonnes,0.0,Im
Hungary,Processing,2013.0,1000 tonnes,0.0,Im
Iran (Islamic Republic of),Processing,2013.0,1000 tonnes,0.0,Im
Iraq,Processing,2013.0,1000 tonnes,0.0,Im
Japan,Processing,2013.0,1000 tonnes,0.0,Im
Kenya,Processing,2013.0,1000 tonnes,0.0,Im
Madagascar,Processing,2013.0,1000 tonnes,0.0,Im
Malawi,Processing,2013.0,1000 tonnes,0.0,Im
Malaysia,Processing,2013.0,1000 tonnes,0.0,Im
Mexico,Processing,2013.0,1000 tonnes,0.0,Im
Mozambique,Processing,2013.0,1000 tonnes,0.0,Im
Myanmar,Processing,2013.0,1000 tonnes,0.0,Im
Nepal,Processing,2013.0,1000 tonnes,0.0,Im
Niger,Processing,2013.0,1000 tonnes,0.0,Im
Pakistan,Processing,2013.0,1000 tonnes,0.0,Im
Peru,Processing,2013.0,1000 tonnes,0.0,Im
Philippines,Processing,2013.0,1000 tonnes,0.0,Im
Romania,Processing,2013.0,1000 tonnes,0.0,Im
Rwanda,Processing,2013.0,1000 tonnes,0.0,Im
Senegal,Processing,2013.0,1000 tonnes,0.0,Im
Sri Lanka,Processing,2013.0,1000 tonnes,0.0,Im
Syrian Arab Republic,Processing,2013.0,1000 tonnes,0.0,Im
Tajikistan,Processing,2013.0,1000 tonnes,0.0,Im
Togo,Processing,2013.0,1000 tonnes,0.0,Im
Uganda,Processing,2013.0,1000 tonnes,0.0,Im
United Republic of Tanzania,Processing,2013.0,1000 tonnes,0.0,Im
Uzbekistan,Processing,2013.0,1000 tonnes,0.0,Im
Venezuela (Bolivarian Republic of),Processing,2013.0,1000 tonnes,0.0,Im
Viet Nam,Processing,2013.0,1000 tonnes,0.0,Im
Yemen,Processing,2013.0,1000 tonnes,0.0,Im
Zambia,Processing,2013.0,1000 tonnes,0.0,Im
Zimbabwe,Processing,2013.0,1000 tonnes,0.0,Im
China,Processing,2012.0,1000 tonnes,12.0,A
Other non-specified areas,Processing,2012.0,1000 tonnes,12.0,Im
Indonesia,Processing,2012.0,1000 tonnes,11.0,Im
Côte d'Ivoire,Processing,2012.0,1000 tonnes,7.0,Im
Netherlands,Processing,2012.0,1000 tonnes,6.0,Im
Lebanon,Processing,2012.0,1000 tonnes,4.0,Im
Republic of Korea,Processing,2012.0,1000 tonnes,4.0,Im
Ireland,Processing,2012.0,1000 tonnes,3.0,Im
South Africa,Processing,2012.0,1000 tonnes,3.0,Im
Australia,Processing,2012.0,1000 tonnes,2.0,Im
Australia and New Zealand,Processing,2012.0,1000 tonnes,2.0,A
Czechia,Processing,2012.0,1000 tonnes,2.0,Im
India,Processing,2012.0,1000 tonnes,2.0,Im
Slovenia,Processing,2012.0,1000 tonnes,2.0,Im
Belgium,Processing,2012.0,1000 tonnes,1.0,Im
Israel,Processing,2012.0,1000 tonnes,1.0,Im
Italy,Processing,2012.0,1000 tonnes,1.0,Im
Nigeria,Processing,2012.0,1000 tonnes,1.0,Im
Slovakia,Processing,2012.0,1000 tonnes,1.0,Im
Spain,Processing,2012.0,1000 tonnes,1.0,Im
Thailand,Processing,2012.0,1000 tonnes,1.0,Im
Togo,Processing,2012.0,1000 tonnes,1.0,Im
United Kingdom of Great Britain and Northern Ireland,Processing,2012.0,1000 tonnes,1.0,Im
Afghanistan,Processing,2012.0,1000 tonnes,0.0,Im
Angola,Processing,2012.0,1000 tonnes,0.0,Im
Austria,Processing,2012.0,1000 tonnes,0.0,Im
Bangladesh,Processing,2012.0,1000 tonnes,0.0,Im
Bolivia (Plurinational State of),Processing,2012.0,1000 tonnes,0.0,Im
Bulgaria,Processing,2012.0,1000 tonnes,0.0,Im
Burkina Faso,Processing,2012.0,1000 tonnes,0.0,Im
Cambodia,Processing,2012.0,1000 tonnes,0.0,Im
Cameroon,Processing,2012.0,1000 tonnes,0.0,Im
Central African Republic,Processing,2012.0,1000 tonnes,0.0,Im
Chad,Processing,2012.0,1000 tonnes,0.0,Im
Colombia,Processing,2012.0,1000 tonnes,0.0,Im
Congo,Processing,2012.0,1000 tonnes,0.0,Im
Cyprus,Processing,2012.0,1000 tonnes,0.0,Im
Democratic People's Republic of Korea,Processing,2012.0,1000 tonnes,0.0,Im
Denmark,Processing,2012.0,1000 tonnes,0.0,Im
Ecuador,Processing,2012.0,1000 tonnes,0.0,Im
Ethiopia,Processing,2012.0,1000 tonnes,0.0,Im
Ghana,Processing,2012.0,1000 tonnes,0.0,Im
Guatemala,Processing,2012.0,1000 tonnes,0.0,Im
Guinea,Processing,2012.0,1000 tonnes,0.0,Im
Haiti,Processing,2012.0,1000 tonnes,0.0,Im
Hungary,Processing,2012.0,1000 tonnes,0.0,Im
Iran (Islamic Republic of),Processing,2012.0,1000 tonnes,0.0,Im
Iraq,Processing,2012.0,1000 tonnes,0.0,Im
Japan,Processing,2012.0,1000 tonnes,0.0,Im
Kenya,Processing,2012.0,1000 tonnes,0.0,Im
Madagascar,Processing,2012.0,1000 tonnes,0.0,Im
Malawi,Processing,2012.0,1000 tonnes,0.0,Im
Malaysia,Processing,2012.0,1000 tonnes,0.0,Im
Mexico,Processing,2012.0,1000 tonnes,0.0,Im
Mozambique,Processing,2012.0,1000 tonnes,0.0,Im
Myanmar,Processing,2012.0,1000 tonnes,0.0,Im
Nepal,Processing,2012.0,1000 tonnes,0.0,Im
Niger,Processing,2012.0,1000 tonnes,0.0,Im
Pakistan,Processing,2012.0,1000 tonnes,0.0,Im
Peru,Processing,2012.0,1000 tonnes,0.0,Im
Philippines,Processing,2012.0,1000 tonnes,0.0,Im
Romania,Processing,2012.0,1000 tonnes,0.0,Im
Rwanda,Processing,2012.0,1000 tonnes,0.0,Im
Senegal,Processing,2012.0,1000 tonnes,0.0,Im
Sri Lanka,Processing,2012.0,1000 tonnes,0.0,Im
Syrian Arab Republic,Processing,2012.0,1000 tonnes,0.0,Im
Tajikistan,Processing,2012.0,1000 tonnes,0.0,Im
Uganda,Processing,2012.0,1000 tonnes,0.0,Im
United Republic of Tanzania,Processing,2012.0,1000 tonnes,0.0,Im
Uzbekistan,Processing,2012.0,1000 tonnes,0.0,Im
Venezuela (Bolivarian Republic of),Processing,2012.0,1000 tonnes,0.0,Im
Viet Nam,Processing,2012.0,1000 tonnes,0.0,Im
Yemen,Processing,2012.0,1000 tonnes,0.0,Im
Zambia,Processing,2012.0,1000 tonnes,0.0,Im
Zimbabwe,Processing,2012.0,1000 tonnes,0.0,Im
China,Processing,2011.0,1000 tonnes,14.0,A
Other non-specified areas,Processing,2011.0,1000 tonnes,14.0,Im
Indonesia,Processing,2011.0,1000 tonnes,12.0,Im
Lebanon,Processing,2011.0,1000 tonnes,4.0,Im
Netherlands,Processing,2011.0,1000 tonnes,4.0,Im
Republic of Korea,Processing,2011.0,1000 tonnes,4.0,Im
South Africa,Processing,2011.0,1000 tonnes,3.0,Im
Australia,Processing,2011.0,1000 tonnes,2.0,Im
Australia and New Zealand,Processing,2011.0,1000 tonnes,2.0,A
Czechia,Processing,2011.0,1000 tonnes,2.0,Im
India,Processing,2011.0,1000 tonnes,2.0,Im
Ireland,Processing,2011.0,1000 tonnes,2.0,Im
Nigeria,Processing,2011.0,1000 tonnes,2.0,Im
Rwanda,Processing,2011.0,1000 tonnes,2.0,Im
Slovenia,Processing,2011.0,1000 tonnes,2.0,Im
Belgium,Processing,2011.0,1000 tonnes,1.0,Im
Israel,Processing,2011.0,1000 tonnes,1.0,Im
Italy,Processing,2011.0,1000 tonnes,1.0,Im
Slovakia,Processing,2011.0,1000 tonnes,1.0,Im
Spain,Processing,2011.0,1000 tonnes,1.0,Im
Thailand,Processing,2011.0,1000 tonnes,1.0,Im
United Kingdom of Great Britain and Northern Ireland,Processing,2011.0,1000 tonnes,1.0,Im
Afghanistan,Processing,2011.0,1000 tonnes,0.0,Im
Angola,Processing,2011.0,1000 tonnes,0.0,Im
Austria,Processing,2011.0,1000 tonnes,0.0,Im
Bangladesh,Processing,2011.0,1000 tonnes,0.0,Im
Bolivia (Plurinational State of),Processing,2011.0,1000 tonnes,0.0,Im
Bulgaria,Processing,2011.0,1000 tonnes,0.0,Im
Burkina Faso,Processing,2011.0,1000 tonnes,0.0,Im
Cambodia,Processing,2011.0,1000 tonnes,0.0,Im
Cameroon,Processing,2011.0,1000 tonnes,0.0,Im
Central African Republic,Processing,2011.0,1000 tonnes,0.0,Im
Chad,Processing,2011.0,1000 tonnes,0.0,Im
Colombia,Processing,2011.0,1000 tonnes,0.0,Im
Congo,Processing,2011.0,1000 tonnes,0.0,Im
Côte d'Ivoire,Processing,2011.0,1000 tonnes,0.0,Im
Cyprus,Processing,2011.0,1000 tonnes,0.0,Im
Democratic People's Republic of Korea,Processing,2011.0,1000 tonnes,0.0,Im
Denmark,Processing,2011.0,1000 tonnes,0.0,Im
Ecuador,Processing,2011.0,1000 tonnes,0.0,Im
Ethiopia,Processing,2011.0,1000 tonnes,0.0,Im
Ghana,Processing,2011.0,1000 tonnes,0.0,Im
Guatemala,Processing,2011.0,1000 tonnes,0.0,Im
Guinea,Processing,2011.0,1000 tonnes,0.0,Im
Haiti,Processing,2011.0,1000 tonnes,0.0,Im
Hungary,Processing,2011.0,1000 tonnes,0.0,Im
Iran (Islamic Republic of),Processing,2011.0,1000 tonnes,0.0,Im
Iraq,Processing,2011.0,1000 tonnes,0.0,Im
Japan,Processing,2011.0,1000 tonnes,0.0,Im
Kenya,Processing,2011.0,1000 tonnes,0.0,Im
Madagascar,Processing,2011.0,1000 tonnes,0.0,Im
Malawi,Processing,2011.0,1000 tonnes,0.0,Im
Malaysia,Processing,2011.0,1000 tonnes,0.0,Im
Mexico,Processing,2011.0,1000 tonnes,0.0,Im
Mozambique,Processing,2011.0,1000 tonnes,0.0,Im
Myanmar,Processing,2011.0,1000 tonnes,0.0,Im
Nepal,Processing,2011.0,1000 tonnes,0.0,Im
Niger,Processing,2011.0,1000 tonnes,0.0,Im
Pakistan,Processing,2011.0,1000 tonnes,0.0,Im
Peru,Processing,2011.0,1000 tonnes,0.0,Im
Philippines,Processing,2011.0,1000 tonnes,0.0,Im
Romania,Processing,2011.0,1000 tonnes,0.0,Im
Senegal,Processing,2011.0,1000 tonnes,0.0,Im
Sri Lanka,Processing,2011.0,1000 tonnes,0.0,Im
Syrian Arab Republic,Processing,2011.0,1000 tonnes,0.0,Im
Tajikistan,Processing,2011.0,1000 tonnes,0.0,Im
Togo,Processing,2011.0,1000 tonnes,0.0,Im
Uganda,Processing,2011.0,1000 tonnes,0.0,Im
United Republic of Tanzania,Processing,2011.0,1000 tonnes,0.0,Im
Uzbekistan,Processing,2011.0,1000 tonnes,0.0,Im
Venezuela (Bolivarian Republic of),Processing,2011.0,1000 tonnes,0.0,Im
Viet Nam,Processing,2011.0,1000 tonnes,0.0,Im
Yemen,Processing,2011.0,1000 tonnes,0.0,Im
Zambia,Processing,2011.0,1000 tonnes,0.0,Im
Zimbabwe,Processing,2011.0,1000 tonnes,0.0,Im
China,Processing,2010.0,1000 tonnes,15.0,ABr
Other non-specified areas,Processing,2010.0,1000 tonnes,15.0,ImBr
Indonesia,Processing,2010.0,1000 tonnes,10.0,ImBr
Lebanon,Processing,2010.0,1000 tonnes,4.0,ImBr
Republic of Korea,Processing,2010.0,1000 tonnes,4.0,ImBr
South Africa,Processing,2010.0,1000 tonnes,4.0,ImBr
Australia,Processing,2010.0,1000 tonnes,2.0,ImBr
Australia and New Zealand,Processing,2010.0,1000 tonnes,2.0,ABr
Czechia,Processing,2010.0,1000 tonnes,2.0,ImBr
Nigeria,Processing,2010.0,1000 tonnes,2.0,ImBr
Slovenia,Processing,2010.0,1000 tonnes,2.0,ImBr
Denmark,Processing,2010.0,1000 tonnes,1.0,ImBr
