CountryorArea,Element,Year,Unit,Value,ValueFootnotes
Germany,Processing,2018.0,1000 tonnes,433.0,Im
United States of America,Processing,2018.0,1000 tonnes,421.0,Im
Côte d'Ivoire,Processing,2018.0,1000 tonnes,300.0,Im
Brazil,Processing,2018.0,1000 tonnes,246.0,Im
France,Processing,2018.0,1000 tonnes,217.0,Im
Malaysia,Processing,2018.0,1000 tonnes,171.0,Im
Italy,Processing,2018.0,1000 tonnes,131.0,Im
United Kingdom of Great Britain and Northern Ireland,Processing,2018.0,1000 tonnes,128.0,Im
Turkey,Processing,2018.0,1000 tonnes,121.0,Im
Belgium,Processing,2018.0,1000 tonnes,119.0,Im
Canada,Processing,2018.0,1000 tonnes,110.0,Im
Spain,Processing,2018.0,1000 tonnes,104.0,Im
Colombia,Processing,2018.0,1000 tonnes,85.0,Im
Mexico,Processing,2018.0,1000 tonnes,84.0,Im
Japan,Processing,2018.0,1000 tonnes,78.0,Im
Peru,Processing,2018.0,1000 tonnes,65.0,Im
India,Processing,2018.0,1000 tonnes,60.0,Im
Poland,Processing,2018.0,1000 tonnes,60.0,Im
China,Processing,2018.0,1000 tonnes,55.0,A
Ghana,Processing,2018.0,1000 tonnes,43.0,Im
Switzerland,Processing,2018.0,1000 tonnes,38.0,Im
Nigeria,Processing,2018.0,1000 tonnes,37.0,Im
Austria,Processing,2018.0,1000 tonnes,29.0,Im
Venezuela (Bolivarian Republic of),Processing,2018.0,1000 tonnes,23.0,Im
Dominican Republic,Processing,2018.0,1000 tonnes,18.0,Im
Australia and New Zealand,Processing,2018.0,1000 tonnes,15.0,A
Haiti,Processing,2018.0,1000 tonnes,13.0,Im
Australia,Processing,2018.0,1000 tonnes,11.0,Im
Ukraine,Processing,2018.0,1000 tonnes,11.0,Im
Argentina,Processing,2018.0,1000 tonnes,10.0,Im
Guatemala,Processing,2018.0,1000 tonnes,10.0,Im
Republic of Korea,Processing,2018.0,1000 tonnes,10.0,Im
Iran (Islamic Republic of),Processing,2018.0,1000 tonnes,9.0,Im
Algeria,Processing,2018.0,1000 tonnes,8.0,Im
Greece,Processing,2018.0,1000 tonnes,8.0,Im
Bulgaria,Processing,2018.0,1000 tonnes,7.0,Im
Croatia,Processing,2018.0,1000 tonnes,6.0,Im
Israel,Processing,2018.0,1000 tonnes,6.0,Im
Philippines,Processing,2018.0,1000 tonnes,6.0,Im
Serbia,Processing,2018.0,1000 tonnes,6.0,Im
South Africa,Processing,2018.0,1000 tonnes,6.0,Im
Tunisia,Processing,2018.0,1000 tonnes,6.0,Im
Bolivia (Plurinational State of),Processing,2018.0,1000 tonnes,5.0,Im
Czechia,Processing,2018.0,1000 tonnes,5.0,Im
Finland,Processing,2018.0,1000 tonnes,5.0,Im
Sweden,Processing,2018.0,1000 tonnes,5.0,Im
Denmark,Processing,2018.0,1000 tonnes,4.0,Im
New Zealand,Processing,2018.0,1000 tonnes,4.0,Im
Norway,Processing,2018.0,1000 tonnes,4.0,Im
Congo,Processing,2018.0,1000 tonnes,3.0,Im
Egypt,Processing,2018.0,1000 tonnes,3.0,Im
Nicaragua,Processing,2018.0,1000 tonnes,3.0,Im
Slovakia,Processing,2018.0,1000 tonnes,3.0,Im
Thailand,Processing,2018.0,1000 tonnes,3.0,Im
Portugal,Processing,2018.0,1000 tonnes,2.0,Im
Sierra Leone,Processing,2018.0,1000 tonnes,2.0,Im
Sri Lanka,Processing,2018.0,1000 tonnes,2.0,Im
Bosnia and Herzegovina,Processing,2018.0,1000 tonnes,1.0,Im
Costa Rica,Processing,2018.0,1000 tonnes,1.0,Im
Cuba,Processing,2018.0,1000 tonnes,1.0,Im
El Salvador,Processing,2018.0,1000 tonnes,1.0,Im
Estonia,Processing,2018.0,1000 tonnes,1.0,Im
Guyana,Processing,2018.0,1000 tonnes,1.0,Im
Honduras,Processing,2018.0,1000 tonnes,1.0,Im
Hungary,Processing,2018.0,1000 tonnes,1.0,Im
Latvia,Processing,2018.0,1000 tonnes,1.0,Im
Morocco,Processing,2018.0,1000 tonnes,1.0,Im
Romania,Processing,2018.0,1000 tonnes,1.0,Im
Angola,Processing,2018.0,1000 tonnes,0.0,Im
Belarus,Processing,2018.0,1000 tonnes,0.0,Im
Cameroon,Processing,2018.0,1000 tonnes,0.0,Im
Other non-specified areas,Processing,2018.0,1000 tonnes,0.0,Im
Comoros,Processing,2018.0,1000 tonnes,0.0,Im
Iceland,Processing,2018.0,1000 tonnes,0.0,Im
Ireland,Processing,2018.0,1000 tonnes,0.0,Im
Jamaica,Processing,2018.0,1000 tonnes,0.0,Im
Kazakhstan,Processing,2018.0,1000 tonnes,0.0,Im
Kenya,Processing,2018.0,1000 tonnes,0.0,Im
Libya,Processing,2018.0,1000 tonnes,0.0,Im
Lithuania,Processing,2018.0,1000 tonnes,0.0,Im
Madagascar,Processing,2018.0,1000 tonnes,0.0,Im
North Macedonia,Processing,2018.0,1000 tonnes,0.0,Im
Panama,Processing,2018.0,1000 tonnes,0.0,Im
Polynesia,Processing,2018.0,1000 tonnes,0.0,A
Samoa,Processing,2018.0,1000 tonnes,0.0,Im
Slovenia,Processing,2018.0,1000 tonnes,0.0,Im
Suriname,Processing,2018.0,1000 tonnes,0.0,Im
Syrian Arab Republic,Processing,2018.0,1000 tonnes,0.0,Im
Trinidad and Tobago,Processing,2018.0,1000 tonnes,0.0,Im
Uruguay,Processing,2018.0,1000 tonnes,0.0,Im
Zimbabwe,Processing,2018.0,1000 tonnes,0.0,Im
Indonesia,Processing,2017.0,1000 tonnes,755.0,Im
Netherlands,Processing,2017.0,1000 tonnes,452.0,Im
United States of America,Processing,2017.0,1000 tonnes,448.0,Im
Germany,Processing,2017.0,1000 tonnes,423.0,Im
Côte d'Ivoire,Processing,2017.0,1000 tonnes,272.0,Im
Brazil,Processing,2017.0,1000 tonnes,241.0,Im
France,Processing,2017.0,1000 tonnes,209.0,Im
Malaysia,Processing,2017.0,1000 tonnes,167.0,Im
Belgium,Processing,2017.0,1000 tonnes,163.0,Im
Italy,Processing,2017.0,1000 tonnes,131.0,Im
Ghana,Processing,2017.0,1000 tonnes,127.0,Im
Spain,Processing,2017.0,1000 tonnes,127.0,Im
Turkey,Processing,2017.0,1000 tonnes,123.0,Im
United Kingdom of Great Britain and Northern Ireland,Processing,2017.0,1000 tonnes,122.0,Im
Mexico,Processing,2017.0,1000 tonnes,86.0,Im
Colombia,Processing,2017.0,1000 tonnes,78.0,Im
Japan,Processing,2017.0,1000 tonnes,73.0,Im
Canada,Processing,2017.0,1000 tonnes,58.0,Im
Peru,Processing,2017.0,1000 tonnes,57.0,Im
Poland,Processing,2017.0,1000 tonnes,57.0,Im
India,Processing,2017.0,1000 tonnes,51.0,Im
China,Processing,2017.0,1000 tonnes,50.0,A
Nigeria,Processing,2017.0,1000 tonnes,36.0,Im
Switzerland,Processing,2017.0,1000 tonnes,36.0,Im
Venezuela (Bolivarian Republic of),Processing,2017.0,1000 tonnes,25.0,Im
Australia and New Zealand,Processing,2017.0,1000 tonnes,16.0,A
Dominican Republic,Processing,2017.0,1000 tonnes,16.0,Im
Cameroon,Processing,2017.0,1000 tonnes,14.0,Im
Iran (Islamic Republic of),Processing,2017.0,1000 tonnes,14.0,Im
Australia,Processing,2017.0,1000 tonnes,12.0,Im
Haiti,Processing,2017.0,1000 tonnes,12.0,Im
Republic of Korea,Processing,2017.0,1000 tonnes,12.0,Im
Argentina,Processing,2017.0,1000 tonnes,10.0,Im
Austria,Processing,2017.0,1000 tonnes,10.0,Im
Guatemala,Processing,2017.0,1000 tonnes,10.0,Im
Bulgaria,Processing,2017.0,1000 tonnes,8.0,Im
Ukraine,Processing,2017.0,1000 tonnes,8.0,Im
Greece,Processing,2017.0,1000 tonnes,7.0,Im
Croatia,Processing,2017.0,1000 tonnes,6.0,Im
Israel,Processing,2017.0,1000 tonnes,6.0,Im
South Africa,Processing,2017.0,1000 tonnes,6.0,Im
Tunisia,Processing,2017.0,1000 tonnes,6.0,Im
Algeria,Processing,2017.0,1000 tonnes,5.0,Im
Bolivia (Plurinational State of),Processing,2017.0,1000 tonnes,5.0,Im
Czechia,Processing,2017.0,1000 tonnes,5.0,Im
Finland,Processing,2017.0,1000 tonnes,5.0,Im
Philippines,Processing,2017.0,1000 tonnes,5.0,Im
Serbia,Processing,2017.0,1000 tonnes,5.0,Im
Sweden,Processing,2017.0,1000 tonnes,5.0,Im
New Zealand,Processing,2017.0,1000 tonnes,4.0,Im
Norway,Processing,2017.0,1000 tonnes,4.0,Im
Denmark,Processing,2017.0,1000 tonnes,3.0,Im
Egypt,Processing,2017.0,1000 tonnes,3.0,Im
Slovakia,Processing,2017.0,1000 tonnes,3.0,Im
Thailand,Processing,2017.0,1000 tonnes,3.0,Im
Congo,Processing,2017.0,1000 tonnes,2.0,Im
Nicaragua,Processing,2017.0,1000 tonnes,2.0,Im
Portugal,Processing,2017.0,1000 tonnes,2.0,Im
Bosnia and Herzegovina,Processing,2017.0,1000 tonnes,1.0,Im
El Salvador,Processing,2017.0,1000 tonnes,1.0,Im
Hungary,Processing,2017.0,1000 tonnes,1.0,Im
Latvia,Processing,2017.0,1000 tonnes,1.0,Im
Morocco,Processing,2017.0,1000 tonnes,1.0,Im
Panama,Processing,2017.0,1000 tonnes,1.0,Im
Romania,Processing,2017.0,1000 tonnes,1.0,Im
Sierra Leone,Processing,2017.0,1000 tonnes,1.0,Im
Sri Lanka,Processing,2017.0,1000 tonnes,1.0,Im
Syrian Arab Republic,Processing,2017.0,1000 tonnes,1.0,Im
Angola,Processing,2017.0,1000 tonnes,0.0,Im
Belarus,Processing,2017.0,1000 tonnes,0.0,Im
Belize,Processing,2017.0,1000 tonnes,0.0,Im
Other non-specified areas,Processing,2017.0,1000 tonnes,0.0,Im
Comoros,Processing,2017.0,1000 tonnes,0.0,Im
Costa Rica,Processing,2017.0,1000 tonnes,0.0,Im
Cuba,Processing,2017.0,1000 tonnes,0.0,Im
Estonia,Processing,2017.0,1000 tonnes,0.0,Im
Guyana,Processing,2017.0,1000 tonnes,0.0,Im
Honduras,Processing,2017.0,1000 tonnes,0.0,Im
Iceland,Processing,2017.0,1000 tonnes,0.0,Im
Ireland,Processing,2017.0,1000 tonnes,0.0,Im
Jamaica,Processing,2017.0,1000 tonnes,0.0,Im
Kazakhstan,Processing,2017.0,1000 tonnes,0.0,Im
Kenya,Processing,2017.0,1000 tonnes,0.0,Im
Lithuania,Processing,2017.0,1000 tonnes,0.0,Im
North Macedonia,Processing,2017.0,1000 tonnes,0.0,Im
Polynesia,Processing,2017.0,1000 tonnes,0.0,A
Samoa,Processing,2017.0,1000 tonnes,0.0,Im
Slovenia,Processing,2017.0,1000 tonnes,0.0,Im
Suriname,Processing,2017.0,1000 tonnes,0.0,Im
Trinidad and Tobago,Processing,2017.0,1000 tonnes,0.0,Im
Uruguay,Processing,2017.0,1000 tonnes,0.0,Im
Zimbabwe,Processing,2017.0,1000 tonnes,0.0,Im
Indonesia,Processing,2016.0,1000 tonnes,633.0,Im
Netherlands,Processing,2016.0,1000 tonnes,505.0,Im
Germany,Processing,2016.0,1000 tonnes,404.0,Im
United States of America,Processing,2016.0,1000 tonnes,400.0,Im
Côte d'Ivoire,Processing,2016.0,1000 tonnes,286.0,Im
Brazil,Processing,2016.0,1000 tonnes,223.0,Im
France,Processing,2016.0,1000 tonnes,192.0,Im
Belgium,Processing,2016.0,1000 tonnes,175.0,Im
Malaysia,Processing,2016.0,1000 tonnes,172.0,Im
Italy,Processing,2016.0,1000 tonnes,125.0,Im
Spain,Processing,2016.0,1000 tonnes,113.0,Im
Turkey,Processing,2016.0,1000 tonnes,103.0,Im
Mexico,Processing,2016.0,1000 tonnes,82.0,Im
Canada,Processing,2016.0,1000 tonnes,81.0,Im
Japan,Processing,2016.0,1000 tonnes,78.0,Im
United Kingdom of Great Britain and Northern Ireland,Processing,2016.0,1000 tonnes,61.0,Im
Poland,Processing,2016.0,1000 tonnes,53.0,Im
China,Processing,2016.0,1000 tonnes,49.0,A
India,Processing,2016.0,1000 tonnes,48.0,Im
Colombia,Processing,2016.0,1000 tonnes,46.0,Im
Peru,Processing,2016.0,1000 tonnes,41.0,Im
Ghana,Processing,2016.0,1000 tonnes,37.0,Im
Switzerland,Processing,2016.0,1000 tonnes,33.0,Im
Nigeria,Processing,2016.0,1000 tonnes,29.0,Im
Austria,Processing,2016.0,1000 tonnes,28.0,Im
Venezuela (Bolivarian Republic of),Processing,2016.0,1000 tonnes,22.0,Im
Australia and New Zealand,Processing,2016.0,1000 tonnes,15.0,A
Australia,Processing,2016.0,1000 tonnes,12.0,Im
Republic of Korea,Processing,2016.0,1000 tonnes,11.0,Im
Argentina,Processing,2016.0,1000 tonnes,10.0,Im
Guatemala,Processing,2016.0,1000 tonnes,9.0,Im
Haiti,Processing,2016.0,1000 tonnes,9.0,Im
Greece,Processing,2016.0,1000 tonnes,8.0,Im
Iran (Islamic Republic of),Processing,2016.0,1000 tonnes,8.0,Im
Cameroon,Processing,2016.0,1000 tonnes,7.0,Im
Bolivia (Plurinational State of),Processing,2016.0,1000 tonnes,6.0,Im
Dominican Republic,Processing,2016.0,1000 tonnes,6.0,Im
Israel,Processing,2016.0,1000 tonnes,6.0,Im
South Africa,Processing,2016.0,1000 tonnes,6.0,Im
Ukraine,Processing,2016.0,1000 tonnes,6.0,Im
Bulgaria,Processing,2016.0,1000 tonnes,5.0,Im
Croatia,Processing,2016.0,1000 tonnes,5.0,Im
Czechia,Processing,2016.0,1000 tonnes,5.0,Im
Finland,Processing,2016.0,1000 tonnes,5.0,Im
Philippines,Processing,2016.0,1000 tonnes,5.0,Im
Sweden,Processing,2016.0,1000 tonnes,5.0,Im
Algeria,Processing,2016.0,1000 tonnes,4.0,Im
Denmark,Processing,2016.0,1000 tonnes,4.0,Im
New Zealand,Processing,2016.0,1000 tonnes,4.0,Im
Norway,Processing,2016.0,1000 tonnes,4.0,Im
Serbia,Processing,2016.0,1000 tonnes,4.0,Im
Slovakia,Processing,2016.0,1000 tonnes,4.0,Im
Congo,Processing,2016.0,1000 tonnes,3.0,Im
Tunisia,Processing,2016.0,1000 tonnes,3.0,Im
Cuba,Processing,2016.0,1000 tonnes,2.0,Im
Nicaragua,Processing,2016.0,1000 tonnes,2.0,Im
Portugal,Processing,2016.0,1000 tonnes,2.0,Im
Sierra Leone,Processing,2016.0,1000 tonnes,2.0,Im
Sri Lanka,Processing,2016.0,1000 tonnes,2.0,Im
Thailand,Processing,2016.0,1000 tonnes,2.0,Im
Bosnia and Herzegovina,Processing,2016.0,1000 tonnes,1.0,Im
Costa Rica,Processing,2016.0,1000 tonnes,1.0,Im
Egypt,Processing,2016.0,1000 tonnes,1.0,Im
El Salvador,Processing,2016.0,1000 tonnes,1.0,Im
Guyana,Processing,2016.0,1000 tonnes,1.0,Im
Hungary,Processing,2016.0,1000 tonnes,1.0,Im
Latvia,Processing,2016.0,1000 tonnes,1.0,Im
Lithuania,Processing,2016.0,1000 tonnes,1.0,Im
Morocco,Processing,2016.0,1000 tonnes,1.0,Im
Romania,Processing,2016.0,1000 tonnes,1.0,Im
Slovenia,Processing,2016.0,1000 tonnes,1.0,Im
Angola,Processing,2016.0,1000 tonnes,0.0,Im
Belarus,Processing,2016.0,1000 tonnes,0.0,Im
Belize,Processing,2016.0,1000 tonnes,0.0,Im
Other non-specified areas,Processing,2016.0,1000 tonnes,0.0,Im
Comoros,Processing,2016.0,1000 tonnes,0.0,Im
Estonia,Processing,2016.0,1000 tonnes,0.0,Im
Honduras,Processing,2016.0,1000 tonnes,0.0,Im
Iceland,Processing,2016.0,1000 tonnes,0.0,Im
Ireland,Processing,2016.0,1000 tonnes,0.0,Im
Jamaica,Processing,2016.0,1000 tonnes,0.0,Im
Kazakhstan,Processing,2016.0,1000 tonnes,0.0,Im
Kenya,Processing,2016.0,1000 tonnes,0.0,Im
Madagascar,Processing,2016.0,1000 tonnes,0.0,Im
North Macedonia,Processing,2016.0,1000 tonnes,0.0,Im
Panama,Processing,2016.0,1000 tonnes,0.0,Im
Polynesia,Processing,2016.0,1000 tonnes,0.0,A
Samoa,Processing,2016.0,1000 tonnes,0.0,Im
Suriname,Processing,2016.0,1000 tonnes,0.0,Im
Syrian Arab Republic,Processing,2016.0,1000 tonnes,0.0,Im
Trinidad and Tobago,Processing,2016.0,1000 tonnes,0.0,Im
Uruguay,Processing,2016.0,1000 tonnes,0.0,Im
Indonesia,Processing,2015.0,1000 tonnes,546.0,Im
United States of America,Processing,2015.0,1000 tonnes,441.0,Im
Germany,Processing,2015.0,1000 tonnes,387.0,Im
Netherlands,Processing,2015.0,1000 tonnes,266.0,Im
Côte d'Ivoire,Processing,2015.0,1000 tonnes,247.0,Im
Brazil,Processing,2015.0,1000 tonnes,229.0,Im
France,Processing,2015.0,1000 tonnes,171.0,Im
Malaysia,Processing,2015.0,1000 tonnes,164.0,Im
Belgium,Processing,2015.0,1000 tonnes,147.0,Im
Italy,Processing,2015.0,1000 tonnes,118.0,Im
Turkey,Processing,2015.0,1000 tonnes,105.0,Im
Spain,Processing,2015.0,1000 tonnes,102.0,Im
Canada,Processing,2015.0,1000 tonnes,86.0,Im
United Kingdom of Great Britain and Northern Ireland,Processing,2015.0,1000 tonnes,68.0,Im
China,Processing,2015.0,1000 tonnes,54.0,A
Japan,Processing,2015.0,1000 tonnes,54.0,Im
Poland,Processing,2015.0,1000 tonnes,54.0,Im
Ghana,Processing,2015.0,1000 tonnes,50.0,Im
Mexico,Processing,2015.0,1000 tonnes,46.0,Im
Colombia,Processing,2015.0,1000 tonnes,42.0,Im
Nigeria,Processing,2015.0,1000 tonnes,38.0,Im
Switzerland,Processing,2015.0,1000 tonnes,33.0,Im
Cameroon,Processing,2015.0,1000 tonnes,32.0,Im
India,Processing,2015.0,1000 tonnes,29.0,Im
Peru,Processing,2015.0,1000 tonnes,29.0,Im
Austria,Processing,2015.0,1000 tonnes,23.0,Im
Venezuela (Bolivarian Republic of),Processing,2015.0,1000 tonnes,20.0,Im
Australia and New Zealand,Processing,2015.0,1000 tonnes,19.0,A
Thailand,Processing,2015.0,1000 tonnes,18.0,Im
Australia,Processing,2015.0,1000 tonnes,13.0,Im
Haiti,Processing,2015.0,1000 tonnes,11.0,Im
Argentina,Processing,2015.0,1000 tonnes,10.0,Im
Guatemala,Processing,2015.0,1000 tonnes,10.0,Im
Republic of Korea,Processing,2015.0,1000 tonnes,10.0,Im
Dominican Republic,Processing,2015.0,1000 tonnes,9.0,Im
Iran (Islamic Republic of),Processing,2015.0,1000 tonnes,8.0,Im
Greece,Processing,2015.0,1000 tonnes,7.0,Im
Bolivia (Plurinational State of),Processing,2015.0,1000 tonnes,6.0,Im
Czechia,Processing,2015.0,1000 tonnes,6.0,Im
Israel,Processing,2015.0,1000 tonnes,6.0,Im
New Zealand,Processing,2015.0,1000 tonnes,6.0,Im
Serbia,Processing,2015.0,1000 tonnes,6.0,Im
Ukraine,Processing,2015.0,1000 tonnes,6.0,Im
Bulgaria,Processing,2015.0,1000 tonnes,5.0,Im
Croatia,Processing,2015.0,1000 tonnes,5.0,Im
South Africa,Processing,2015.0,1000 tonnes,5.0,Im
Finland,Processing,2015.0,1000 tonnes,4.0,Im
Norway,Processing,2015.0,1000 tonnes,4.0,Im
Philippines,Processing,2015.0,1000 tonnes,4.0,Im
Sweden,Processing,2015.0,1000 tonnes,4.0,Im
Algeria,Processing,2015.0,1000 tonnes,3.0,Im
Denmark,Processing,2015.0,1000 tonnes,3.0,Im
Tunisia,Processing,2015.0,1000 tonnes,3.0,Im
Cuba,Processing,2015.0,1000 tonnes,2.0,Im
Estonia,Processing,2015.0,1000 tonnes,2.0,Im
Latvia,Processing,2015.0,1000 tonnes,2.0,Im
Portugal,Processing,2015.0,1000 tonnes,2.0,Im
Slovakia,Processing,2015.0,1000 tonnes,2.0,Im
Sri Lanka,Processing,2015.0,1000 tonnes,2.0,Im
Congo,Processing,2015.0,1000 tonnes,1.0,Im
Costa Rica,Processing,2015.0,1000 tonnes,1.0,Im
El Salvador,Processing,2015.0,1000 tonnes,1.0,Im
Honduras,Processing,2015.0,1000 tonnes,1.0,Im
Hungary,Processing,2015.0,1000 tonnes,1.0,Im
Lithuania,Processing,2015.0,1000 tonnes,1.0,Im
Morocco,Processing,2015.0,1000 tonnes,1.0,Im
Nicaragua,Processing,2015.0,1000 tonnes,1.0,Im
Romania,Processing,2015.0,1000 tonnes,1.0,Im
Albania,Processing,2015.0,1000 tonnes,0.0,Im
Angola,Processing,2015.0,1000 tonnes,0.0,Im
Belarus,Processing,2015.0,1000 tonnes,0.0,Im
Bosnia and Herzegovina,Processing,2015.0,1000 tonnes,0.0,Im
Other non-specified areas,Processing,2015.0,1000 tonnes,0.0,Im
Comoros,Processing,2015.0,1000 tonnes,0.0,Im
Egypt,Processing,2015.0,1000 tonnes,0.0,Im
Guyana,Processing,2015.0,1000 tonnes,0.0,Im
Iceland,Processing,2015.0,1000 tonnes,0.0,Im
Ireland,Processing,2015.0,1000 tonnes,0.0,Im
Jamaica,Processing,2015.0,1000 tonnes,0.0,Im
Kazakhstan,Processing,2015.0,1000 tonnes,0.0,Im
Kenya,Processing,2015.0,1000 tonnes,0.0,Im
Libya,Processing,2015.0,1000 tonnes,0.0,Im
Madagascar,Processing,2015.0,1000 tonnes,0.0,Im
North Macedonia,Processing,2015.0,1000 tonnes,0.0,Im
Panama,Processing,2015.0,1000 tonnes,0.0,Im
Polynesia,Processing,2015.0,1000 tonnes,0.0,A
Samoa,Processing,2015.0,1000 tonnes,0.0,Im
Sierra Leone,Processing,2015.0,1000 tonnes,0.0,Im
Slovenia,Processing,2015.0,1000 tonnes,0.0,Im
Suriname,Processing,2015.0,1000 tonnes,0.0,Im
Syrian Arab Republic,Processing,2015.0,1000 tonnes,0.0,Im
Trinidad and Tobago,Processing,2015.0,1000 tonnes,0.0,Im
Uruguay,Processing,2015.0,1000 tonnes,0.0,Im
Zimbabwe,Processing,2015.0,1000 tonnes,0.0,Im
Indonesia,Processing,2014.0,1000 tonnes,702.0,Im
Netherlands,Processing,2014.0,1000 tonnes,396.0,Im
United States of America,Processing,2014.0,1000 tonnes,391.0,Im
